username,clientes
www.bradescosaudeoficial.agenciaw3s.com.br,bradesco
https://sameapk.com/fretebras-checkin/,fretebras
*.appnubank-premios.com,nubank
https://www.c6consig.online/faca-seu-cadastro,c6 bank
atendimentoautovwbr.com,desconhecido
raizen.tech,raizen
https://www.instagram.com/entregadoifood/,ifood
http://www.onlyvape.com.ua/,desconhecido
eear.aer.br,desconhecido
antecipacao_.fgts,desconhecido
https://www.facebook.com/btraderoficial,desconhecido
suporte_c6bankonline,c6 bank
bmg_help_jaru,bmg
cupom_appl027,desconhecido
seminovosmovidasantos,movida
santander.pixempresa.com,santander
cieloalagoas,cielo
nubankmeta.com,nubank
kopenhagen_interlar_aricanduva,kopenhagen
https://apkfun.com/down_Shell-Box-pague-combustivel-e-ganhe-vantagens.30262338.html,shell
americanasmaisvendidos.com,americanas
netempresaon-001.com,bradesco
https://instagram.com/cupomrappiifood,ifood
https://twitter.com/1_ifood,ifood
brunno.bancosafra,safra
https://www.appxy.net/apk/br.com.meliuz,meliuz
bradescosaude.plano,bradesco
https://instagram.com/segredos.do.ifood.of,ifood
bvfinanciamentos.digital,bv financeira
cash-hub-9.pages.dev,desconhecido
https://www.instagram.com/7_cc0027/,c6 bank
americanasparceiro.com,americanas
cpanel.planosaudeempresarialbr.com.br,desconhecido
gerente_contas_santander,santander
https://www.facebook.com/Cupon-primeira-compra-ifood-105038724332663/,ifood
https://www.instagram.com/ifoodentregassobremesas/,ifood
bradescoconsorciados.com,bradesco
saque.do.fgts,desconhecido
https://www.instagram.com/suporte_c6bank00638/,c6 bank
https://www.instagram.com/sac.neon.n/,neon
48177788295,desconhecido
skybrasilc03b,desconhecido
hs.movida,movida
https://www.instagram.com/assinafretebras/,fretebras
*.bancodobrasil-empresa.gq,banco do brasil
https://www.youtube.com/channel/UCKCR3aO3Stu65CxPfxA6RcA,desconhecido
kopenhagenloja.app,kopenhagen
cashback-ourocard.com,banco do brasil
http://www.loans.jnsintitutes.com/,desconhecido
sac-bradesco.site,bradesco
https://linklist.bio/atendimentoeletronicosac?gclid=EAIaIQobChMIlKvIhayH-gIVQyitBh2UQwj-EAAYAiAAEgIrO_D_BwE,desconhecido
https://www.instagram.com/carlaraveene/,desconhecido
escrituariobb21,banco do brasil
webmail.uaifood.top,ifood
americanas.bz,americanas
www.clinica-alberteinstein.com.br,einstein
atendente_banco,desconhecido
https://project5176034.tilda.ws/,c6 bank
willbank_suporte_autorizado,will bank
LuizBianghiDeveloper,desconhecido
https://www.instagram.com/shellboxappmanaus/,shell
mercadoopagoo90,mercado livre
medcel.unigranrio,desconhecido
bradesco.atendimentonetempresas.com.viverbemimobiliaria.online,bradesco
https://www.instagram.com/atendimento__c6bank/,c6 bank
originalbrandsal,banco original
bradesco.suporteaoscliente.com,bradesco
cartao_online_mercadocredito,mercado livre
https://www.facebook.com/IFood-Prints-100692854822807/,ifood
http://faturamentobancorodobens.com/,rodobens
suporte.bancopan_sac,banco pan
bvfinanceira.online,bv financeira
https://volkswagenassessoria.com.br/,banco volkswagen
rateioconcursobb23,banco do brasil
mercado_pagobr220,mercado livre
bradesco.sacpessoafisica.com,bradesco
santanderimoveis.com.br,santander
https://ifoodcidade.com.br/,ifood
bv_sa,bv financeira
bradescoresgatar.empresas.chat,bradesco
br-tozzini-freire.com,desconhecido
https://www.instagram.com/bancoc6digital/,c6 bank
www.shop.cupomifood.info,ifood
*.americanas-sp.top,americanas
https://www.instagram.com/c6bank_sac.ajuda/,c6 bank
https://www.instagram.com/shellbox_br/,shell
mercadolivre-ii.com,mercado livre
mercadopago-credito.com,mercado livre
https://www.instagram.com/time.neon_br/,neon
bbc1.com.br,banco do brasil
www.rodobens.consorcio.imb.br,rodobens
cupomifood.viveronline.tk,ifood
mariana.agenteoriginal,banco original
valeriadopan,banco pan
agenteoriginal26,banco original
bancosantanderfinanciamento,santander
alexandre_bancosafra,safra
esfera-pontos-sa.online,desconhecido
raizens-br.com,raizen
bradescop.corretorgmail.com_,bradesco
leticia_autonomosafrapay,safra
https://www.instagram.com/estergoomesalves.cf/,desconhecido
*.lojaamericanasvarejo.online,americanas
https://www.instagram.com/c6bank.c6/,c6 bank
bermercadolibre1.top,mercado livre
prosantander-one.alares.org,santander
fundao-bradesco.pratiqueesporteexperience.com.br,bradesco
http://bc896c86e54cc3318c683b82.keenetic.io/,desconhecido
g5_promotoradecredito,desconhecido
raisenow.club,raizen
mpago.brasil,mercado livre
petrobras.cargolinks.com.br,petrobras
santander.shop,santander
igenialinvestimento,banco genial
https://twitter.com/GranaCapital,desconhecido
https://apk4k.fun/pt/apps/Apk_banco_original,banco original
medcelunital,desconhecido
https://www.instagram.com/marcelodopixofc22/,desconhecido
https://www.instagram.com/alinecorreasantos/,desconhecido
_wesleybelo,desconhecido
amewricanas.com,americanas
https://www.instagram.com/ifoodbrasilreserva/,ifood
https://twitter.com/C6BankAngela,c6 bank
quintoandar.rs,quinto andar
safra_financeira_,safra
*.mercadolivres.link,mercado livre
fhilipezotelli,desconhecido
mercadopago.cordoba,mercado livre
http://www.aplecation.com/,desconhecido
https://www.luckymodapk.com/comgas-mod/com.app.ahgas_451378d/,comgas
coporatecentralpj-suporte-bb.cfd,banco do brasil
drogariasaopauloamericanas,americanas
www.rodobens.consorcioplanejar.com.br,rodobens
netbanco-santander-pt-totta-online.com,santander
brasilcacau_jaraguaararaquara,brasil cacau
https://www.instagram.com/c6.baank/,c6 bank
http://csorlandi.now.sh/,desconhecido
https://www.instagram.com/sac.neon.cf/,neon
raizen2.strider.ag,raizen
https://www.instagram.com/consultor_sivanildomiranda/,desconhecido
http://en.coachedbydennis.com/,desconhecido
facialnubank.net,nubank
resgatedepontoslivelo.me,livelo
suporte_bancopan00842,banco pan
*.bbresgateponto.com,banco do brasil
renegociacaopan.com,banco pan
https://aymoreportalcliente.wixsite.com/my-site-3?gclid=EAIaIQobChMIvfuitv_R_QIVQUYrCh29KwftEAAYASAAEgJaS_D_BwE,santander
http://pcclean.co.za/,desconhecido
gusttavo_ittalo,desconhecido
https://www.instagram.com/eusouoriginal_rj/,banco original
joaopauloexecutivo,desconhecido
annportiilho,desconhecido
acionistas_lojas_americanas,americanas
https://petrobras.arenago.net/,petrobras
santander.pessoajuridicaplicativo.com,santander
ne02bradesocnetempresas.netsatendimentoexclusivos.online,bradesco
https://twitter.com/MirelleBancoIn1,banco inter
mercadolibre.help,mercado livre
https://github.com/eVPNPRO/RaioLite/blob/5ddd2266d38aa1e67edc6547d6e1771a6e38f725/CONNECTA4G-main/UrlUpdate,c6 bank
https://instagram.com/agenteoriginal34687,banco original
nubank.falso,nubank
descontos_americanas_app,americanas
https://www.instagram.com/sac24h.timeneon/,neon
https://apkfun.com/down_Shell-Box-pague-combustivel-e-ganhe-vantagens.32813722.html,shell
https://www.instagram.com/paulinhamarquex/,desconhecido
banco_votoramcred,votorantim
www.bradesco.triocarelb.com,bradesco
programapontos-livelo.com,livelo
cpflsolucoes,cpfl
https://sites.google.com/view/veiculosfinanciadosvvwwvw/p%C3%A1gina-inicial?gclid=EAIaIQobChMIhb7qucD5_AIVQwzmCh1aAQbhEAAYASAAEgKQ0fD_BwE,desconhecido
https://agoraentrefacilsempreaqui.com/,desconhecido
anik_ruspaggiari,desconhecido
https://www.instagram.com/neon.atendimento_sac_online_/,neon
bancsantanderes.com,santander
https://www.tiktok.com/@c6bank155/,c6 bank
https://pranabank.com.br/c6bank/,c6 bank
www.www-santander-cl.sivaji.net,santander
http://avisosafrass.site/inicio.php?ok=92WvuHdrKjmvGON/zd-ySEhh-eIp4gxe,safra
logsinfobradescompletsz.norwayeast.cloudapp.azure.com,bradesco
fantasiasvivas.com,desconhecido
luana.conexaoc6bank,c6 bank
http://www.selenguzellikakademi.com/,desconhecido
bv_financeira01,bv financeira
https://www.instagram.com/albert_einstein_hosp/,einstein
https://acessobvl.kpages.online/Acesso24h?gclid=EAIaIQobChMIqtD6pcie_AIVseaGCh2rgg0vEAAYAiAAEgLn3fD_BwE,desconhecido
particulares.accesosantander.com,santander
http://genialxinvestimento.top/,banco genial
corespondentebradescocolinas8,bradesco
cejanefalugu,desconhecido
https://www.facebook.com/profile.php?id=100088544302939,desconhecido
*.atualizacaopontosbb.com,banco do brasil
https://apk.support/app/com.raizen.acelera,raizen
http://bee-merqau.com/,desconhecido
www.drbateriascotia.com.br,desconhecido
conta-simples-online-br.ml,conta simples
sigilo_.6ano,desconhecido
yasdsouzaa,desconhecido
bbxvatendimento.com,banco do brasil
*.appkebees.com,bees
genialinvestimento,banco genial
bbmais.itanhandu,banco do brasil
genialinvestimentos_,banco genial
c6bankvilma,c6 bank
perseguidor.de.banco.ladrao,desconhecido
*.amedigitalverao.com,ame digital
atendimento-bcobradesco.com,bradesco
atendimentoexclusivovw.com,desconhecido
loreal_hairpro_ke,loreal
suportec6__bankonline24h,c6 bank
https://safra-rewards.com/,safra
gpsolucoesfinanceiras,bv financeira
kopenhagen_cachoeira,kopenhagen
https://conta-digitalbanc0inter.com/,banco inter
promocao_ame.digital,ame digital
genial_investir,banco genial
www.tiktok.com/@petrobras.rol,petrobras
https://pt.scribd.com/document/623522395/Laudo-Completo-25-11-2022-3,desconhecido
https://www.instagram.com/ifoodbrazil_descontos/,ifood
banco___safra,safra
https://hybridpools.com.my/adm/adm.html,desconhecido
cornelia_desenab,desconhecido
http://cosanbrazil.com/,cosan
https://apkfun.com/down_Shell-Box-pague-combustivel-e-ganhe-vantagens.27901921.html,shell
https://www.linkedin.com/company/petrobras-global-trading-b-v/,petrobras
https://www.instagram.com/c6paycriativa/,c6 bank
https://taplink.cc/boleto,desconhecido
www.alerta-particulares-santander.com,santander
bradesco.campelocorretora.com,bradesco
https://c6bank1.page.link/z286,c6 bank
https://instagram.com/rendaextrafriends_meliuz,meliuz
azulemprestimoeservicos.com,desconhecido
rodobensteste.hmg.tec.br,rodobens
https://biolinky.co/atendesacsuport,desconhecido
https://www.instagram.com/neonsacoficialoficial/,neon
https://www.instagram.com/c6bank_clientes/,c6 bank
mirka_loreal_kerastase,loreal
https://www.instagram.com/segredosdoifoodoficiaal/,ifood
jusbrasilbr,jusbrasil
*.americanios.com,americanas
https://sites.google.com/view/acessoon/in%C3%ADcio,desconhecido
https://www.instagram.com/comgasisla1976b/,comgas
charlesfevansvuz52zupnz,zup
emprestimo_liberacao.nahora,desconhecido
https://www.tiktok.com/@ifood.com/,ifood
keli.bancopan,banco pan
http://store.cupomifood.info,ifood
www.contasimples-io-acesso.com,conta simples
webmail.americanasprime.co,americanas
gerenciadorfinanceiro-bancodobrasil.net,banco do brasil
c6ofi_cial,c6 bank
beesdemo.gladcloud.mobi,bees
https://app.contasimples.click/2610288c-6a19-42a0-8831-e708adeac9f7/?c=,conta simples
bbpontoslivelo.site,banco do brasil
http://mail.skprofi.su/,desconhecido
vitacocoashliv,vitacoco
bradesco.faleconoscopj.com,bradesco
distribuidor_mercado_pago,mercado livre
fazer.emprestimos_justo,desconhecido
vivasorte__,desconhecido
webdisk.quinto-andar.ga,quinto andar
*.mercadolivres.plus,mercado livre
*.agenciadorareis.com.br,desconhecido
https://www.instagram.com/angelica__cazarotto__/,desconhecido
https://www.facebook.com/C6-Pay--100602571911644/,c6 bank
http://sbzcqhguwzwhhte.qatarcentral.atlas.cloudapp.azure.com/,desconhecido
rede_americanas_,americanas
vwvolksltda.online,banco volkswagen
pontos-livelo-bradesc0.cf,bradesco
referencia_pan.01,banco pan
cupomamericanashoje.com,americanas
pixpayment.com,desconhecido
https://www.instagram.com/perseguidor.de.banco.ladraoo/,desconhecido
https://www.instagram.com/neon_sac_online/,neon
ame_cashback,ame digital
nubankliberacredito,nubank
ZemaTi,desconhecido
americanas_umuarama,americanas
c6.assetconsignado.com.br,c6 bank
http://suncitywestfloorplans.towncryers.com/,desconhecido
cpcalendars.bbresgateponto.online,banco do brasil
dev2.i-einstein.com,einstein
santander.examina.cf,santander
http://www.publicant.es/,desconhecido
sni.cloudflaressl.com,desconhecido
https://c6-consig37.webnode.com/,c6 bank
consorciodobb,banco do brasil
americanasc.coite,americanas
https://www.instagram.com/bancobv2021/,bv financeira
wvw3autoatendimentogerenciadorbb.eastus.cloudapp.azure.com,desconhecido
https://www.instagram.com/brunabittencourt_.1/,desconhecido
test.studybay.com.br,desconhecido
original-bitcoin.pages.dev,banco original
simular.emprestimos_emconta,desconhecido
https://instagram.com/ifood.suportebrasil,ifood
https://atendimentovolkswagen.tilda.ws/,banco volkswagen
https://segunda-atualizada-bv.webnode.page/,bv financeira
bcpa.bradescard.com.br,bradesco
*.eletronicos-americanas.com,americanas
btpactual.com,btg pactual
genial_investimentosonline,banco genial
https://www.arquivomedico.com.br/arquivomedicov3/imagens/arqvmed_1012116/231/OSMAR%20SAMPAIOResultadosEvolutivos%20(1).pdf,desconhecido
https://www.instagram.com/btg__pactual.digital/,btg pactual
cliente-genialinvestimentos.gq,banco genial
c6consignado.net,c6 bank
saudepetrobras,petrobras
americanassertaozinho,americanas
kitei.cc,desconhecido
quintoandar_sancorretor,quinto andar
contragolpebrasil,desconhecido
ygwimy.btgbb.com,btg pactual
jallesmachadoengenharia,jalles machado
igenialinvestimento,banco genial
*.bradescoprime.online,bradesco
gabriel_moraes_gerente_origi,banco original
webdisk.santanderweb.net,santander
www.bradescointernet.site,bradesco
tiago.caminhoes,desconhecido
https://www.instagram.com/lucas.mclaro_trader/,claro
emprestimosvotorantim,votorantim
atendimentovirtualbvfinanceira,bv financeira
https://instagram.com/cupomifooddesc,ifood
bvfinanceira19.com,bv financeira
_.gui_zanin,desconhecido
boletopansolucoes.com,banco pan
www.tiktok.com/@petrobras6,petrobras
https://atendiementoveiculos.net/,desconhecido
raizendigital.com,raizen
seminovosmovidamarcel,movida
api.bcar.antt.internet.bradesco.com.br,bradesco
https://github.com/dlmarroco/desafio_dasa,dasa
consultasparatodos.com,desconhecido
aymorefinancas.com.br,santander
assessoriapan.com,banco pan
www.quitacaobvdigital.com,desconhecido
conta-simples.com,conta simples
parceirosafrapay51,safra
distribuidor_mercado_pago,mercado livre
livelopontosbb.online,banco do brasil
vendanaamericanas.com,americanas
www.acessoriaquitacaosantander.com,santander
fkboiinvest,desconhecido
beatrizbiancanepomuceno,desconhecido
https://www.instagram.com/c6bank_sac01/,c6 bank
medcel_piracicaba,desconhecido
http://autodiscover.doinayonline.com/,desconhecido
bpi-gruposantander.asia,santander
nubank_fakebrasil,nubank
*.cartaomeliuz.com.br,meliuz
emprestimos.credito_nahora,desconhecido
loja.avon.brasil,desconhecido
cpcalendars.contasimplesbrasil.com,conta simples
ic-contasimples.com,conta simples
club-raizen.com,raizen
grasielemamede,desconhecido
https://www.instagram.com/timeneon_.neon/,neon
fabio_safrapay,safra
https://instagram.com/ifoodsuporteon,ifood
https://twitter.com/BancoInterSand3,banco inter
bancooriginalbancowillbancopan,banco original
https://produtosjhoni.my.canva.site/c-pia-de-hub-ambevempresa,ambev
opermaisconsignado.com.br,desconhecido
centroipaamericanas,americanas
www.tiktok.com/@yaspetrobras,petrobras
http://www.supervel.net/,desconhecido
cope.ltelecom,copel
https://github.com/SRANONYMOUS21/Conecta4g_site/blob/3c7df265a9d9cccf16be5fa19de9469b64c963ba/UrlUpdate,c6 bank
www12a.portalsapp.bradesco.com.br,bradesco
suporte_bancopan00163,banco pan
americanaspelinca,americanas
https://www.tiktok.com/@petrobras35/,petrobras
bradescadastro.com,bradesco
https://www.instagram.com/c6bankmgpay/,c6 bank
https://www.instagram.com/mariabancooriginal/,banco original
*.contatomemeajudacontasimples.com,conta simples
bvfinanceira.online,bv financeira
bradesco-api.bonuz.io,bradesco
ihatebradesco.com,bradesco
deividsonorio,desconhecido
http://admin.muabannhanhxedap.com/,desconhecido
empresaoline,desconhecido
jusbrasiloficial,jusbrasil
nu.invest.oficial,nubank
https://www.instagram.com/banco.c6.br/,c6 bank
www.gransmitesvoyer.tk,desconhecido
pontoscentralredebb.com.br,banco do brasil
santander-bank.com,santander
http://tokenailos.online/JOICE,ailos
bradescpessoapjnetempresas.site,bradesco
http://ww25.bancovolkswagem.com.br/?subid1=20220427-0422-2146-8d72-e78d2229e918,banco volkswagen
ifoodbiriguioficial,ifood
https://www.facebook.com/profile.php?id=100088622276444,desconhecido
https://www.instagram.com/ifood.news/.,ifood
mouradubeuxlopes,grupo moura
https://instagram.com/caroline.consultoraoriginal,banco original
locacaoevenda_quintoandar,quinto andar
https://www.instagram.com/nasliconsorcio/,desconhecido
*.bancodobrasil.gold,banco do brasil
https://www.instagram.com/suporte__time_neon/,neon
quintoandarconsultoria,quinto andar
https://www.instagram.com/neon_sac.online.24h/,neon
https://www.instagram.com/_c6_bank/,c6 bank
www.gitlab.git.santanderconesumerusa.com,santander
ayquitacao-online.com,desconhecido
c6bank.marjorie,c6 bank
fundacaoraizen.com,raizen
https://instagram.com/ifood_cupons50off,ifood
acessocontasimples.zelledespachante.com.br,conta simples
https://twitter.com/C6BankPriscila,c6 bank
bradescosaude.custobr.com.br,bradesco
americanascentroipa,americanas
areacliente-santander.com,santander
